SERIAL NO,AIRLINE ,AIRLINE IATA CODE,FLIGHT NO,FLIGHT TYPE,ROUTE,DEPARTURE COUNTRY,DEPARTURE CITY,DEPARTURE AIRPORT,DEPARTURE IATA CODE,ARRIVAL COUNTRY,ARRIVAL CITY,ARRIVAL AIRPORT,ARRIVAL IATA CODE,FLIGHT DURATION,
392,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-859,INTERNATIONAL,LHE-JED,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,6 HOURS,
393,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-960,INTERNATIONAL,JED-LHE,SAUDI ARABIA,JEDDAH,KING ABDUL AZIZ INTERNATIONAL AIRPORT,JED,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,5  HOURS 20 MINUTES,
394,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-725,INTERNATIONAL,LHE-RUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,4 HOURS 45 MINUTES,
395,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-726,INTERNATIONAL,RUH-LHE,SAUDI ARABIA,RIYADH,KING KHALID INTERNATIONAL AIRPORT,RUH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,4 HOURS 5 MINUTES,
396,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-247,INTERNATIONAL,LHE-DMM,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,DMM,4 HOURS 15 MINUTES,
397,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-248,INTERNATIONAL,DMM-LHE,SAUDI ARABIA,DAMMAM,KING FAHAD INTERNATIONAL AIRPORT,DMM,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 55 MINUTES,
398,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-747,INTERNATIONAL,LHE-MED,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,SAUDI ARABIA,MEDINAH,PRINCE MUHAMMAD BIN ABDULAZIZ INTERNATIONAL AIRPORT,MED,5 HOURS 25 MINUTES,
399,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-748,INTERNATIONAL,MED-LHE,SAUDI ARABIA,MEDINAH,PRINCE MUHAMMAD BIN ABDULAZIZ INTERNATIONAL AIRPORT,MED,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,5 HOURS 10 MINUTES,
400,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-159,INTERNATIONAL,LHE-GYD,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,AZERBAIJAN,BAKU,HEYDER ALIYEV INTERNATIONAL AIRPORT,GYD,4 HOURS 20 MINUTES,
401,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-160,INTERNATIONAL,GYD-LHE,AZERBAIJAN,BAKU,HEYDER ALIYEV INTERNATIONAL AIRPORT,GYD,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,3 HOURS 25 MINUTES,
402,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-189,INTERNATIONAL,LHE-BAH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,BAHRAIN,BAHRAN,BAHRAIN INTERNATIONAL AIRPORT,BAH,4 HOURS,
403,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-190,INTERNATIONAL,BAH-LHE,BAHRAIN,BAHRAIN,BAHRAIN INTERNATIONAL AIRPORT,BAH,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,4 HOURS,
404,PAKISTAN INTERNATIONAL AIRLINE,PK,PK-185,INTERNATIONAL,LHE-SHJ,PAKISTAN,LAHORE,ALLAMA IQBAL INTERNATIONAL AIRPORT,LHE,UNITED ARAB EMIRATES,SHARJAH,SHARJAH INTERNATIONAL AIRPORT,SHJ,3HOURS 25 MINUTES,
